request-id,request-method,request-path,request-query,request-payload,response-status,response-content-type,response-payload,response-oops,pre-handle-timestamp,post-handle-timestamp,"after-completion-timestamp"
"a3df6137-73cc-485a-bc46-80017490a4d4",GET,"/libraries/fontawesome/5.2.0/css/all.min.css",,,200,text/css,,,4345706785600,4345708544800,4345709086300
"2072a418-fbde-4487-b420-1614329129d4",GET,"/libraries/bootstrap/4.1.3/css/bootstrap.min.css",,,200,text/css,,,4345712817500,4345714789100,4345715269100
"fc29de4e-d7ae-4a72-8c93-0f6d8008a99e",GET,"/libraries/areyousure/1.9.0/js/areyousure.min.js",,,200,application/javascript,,,4345718962500,4345720620100,4345721060300
"5830cd1a-47d9-4e8c-88ff-f04e00a73bbe",GET,"/libraries/datatables/1.10.18/css/datatables.min.css",,,200,text/css,,,4345724537600,4345726091200,4345726566700
"63fa9df6-e1ac-41b6-9b7b-87a6bfeef646",GET,"/libraries/datatables/1.10.18/js/datatables.min.js",,,200,application/javascript,,,4345729995200,4345731740899,4345732277500
"87264f85-2a26-4a06-9a62-43d2e23d23ab",GET,"/libraries/jquery/3.3.1/js/jquery.min.js",,,200,application/javascript,,,4345736542100,4345738081000,4345738530500
"3e6b3c6a-93d2-4dde-b229-dddc268a6c47",GET,"/libraries/acme/js/acme.js",,,200,application/javascript,,,4345742801000,4345744494499,4345744985500
"9f522e69-6715-4f63-9c75-d3e2ff751cef",GET,"/libraries/popper.js/1.14.4/js/popper.min.js",,,200,application/javascript,,,4345748482600,4345749969900,4345750371600
"19773fe9-ae71-4f9c-abfe-2a3b7eea5ec6",GET,"/libraries/bootstrap/4.1.3/js/bootstrap.min.js",,,200,application/javascript,,,4345753945900,4345755395800,4345755783300
"4bfe9c43-2398-4b66-b107-a32d35f63cb5",GET,"/libraries/chart.js/2.7.2/js/chart.bundle.min.js",,,200,application/javascript,,,4345758975099,4345760568200,4345760973100
"1fec728e-6f9a-45e4-8daf-55013728eda1",GET,"/libraries/datatables/1.10.18/js/jquery.datatables.min.js",,,200,application/javascript,,,4345764921600,4345766712599,4345767145300
"569f4802-e770-4b96-a6fa-c33ac558d87c",GET,"/libraries/acme/css/acme.css",,,200,text/css,,,4345771050300,4345772570200,4345772947000
"6fc2e141-a323-449a-9e66-d9ddf69d65e1",GET,/images/banner.png,,,200,image/png,,,4345776159600,4345778013899,4345778442500
"2d9090a5-2602-4d52-a133-081fd211bd47",GET,/images/logo.png,,,200,image/png,,,4345783217500,4345785121400,4345785831399
"07d4c101-7ed4-4a39-bda8-da2df5f15757",GET,"/assistance-agent/claim/list-mine-completed",,,200,text/html;charset=utf-8,"description%5B3%5D=test+description&version%5B1%5D=0&status%5B0%5D=ACCEPTED&type%5B3%5D=SECURITY_INCIDENT&draftMode%5B2%5D=Yes&passengerEmail%5B0%5D=test%40test.com&id%5B1%5D=403&registrationMoment%5B2%5D=2022%2F07%2F30+00%3A00&description%5B2%5D=test+description&version%5B2%5D=0&type%5B2%5D=OTHER_ISSUES&status%5B1%5D=ACCEPTED&draftMode%5B1%5D=No&id%5B0%5D=402&registrationMoment%5B3%5D=2021%2F05%2F10+10%3A00&passengerEmail%5B3%5D=test3%40test.com&description%5B1%5D=test+description+2&version%5B3%5D=0&type%5B1%5D=FLIGHT_ISSUES&status%5B2%5D=ACCEPTED&draftMode%5B0%5D=No&passengerEmail%5B2%5D=acmepassword%40lorem-ipsum.org&id%5B3%5D=447&registrationMoment%5B0%5D=2021%2F05%2F10+10%3A00&description%5B0%5D=test+description&type%5B0%5D=LUGGAGE_ISSUES&status%5B3%5D=REJECTED&draftMode%5B3%5D=No&version%5B0%5D=0&passengerEmail%5B1%5D=test2%40test.com&id%5B2%5D=405&registrationMoment%5B1%5D=2021%2F05%2F10+10%3A00",,4345790225400,4345837475399,4346658071900
"84391cd4-5039-415e-8aa2-3ea4c3a36ace",GET,"/libraries/fontawesome/5.2.0/css/all.min.css",,,200,text/css,,,4346704516800,4346706031099,4346706407400
"5bf2b0ac-2d49-46a6-92a5-31dd0484c6e5",GET,"/libraries/bootstrap/4.1.3/css/bootstrap.min.css",,,200,text/css,,,4346709681800,4346711200900,4346711591800
"5f48542c-daf2-4dae-b922-aa9cc64ba6eb",GET,"/libraries/datatables/1.10.18/css/datatables.min.css",,,200,text/css,,,4346720000100,4346721587100,4346721981699
"08217afe-ccd2-4286-9d8b-f4407a915fef",GET,"/libraries/jquery/3.3.1/js/jquery.min.js",,,200,application/javascript,,,4346725109799,4346726485999,4346726865900
"0aa44adf-c7a9-4f6f-a797-a4d5d8e79956",GET,"/libraries/popper.js/1.14.4/js/popper.min.js",,,200,application/javascript,,,4346730214000,4346731644600,4346732026100
"a5f03029-90a3-4c25-8886-54acd619f408",GET,"/libraries/bootstrap/4.1.3/js/bootstrap.min.js",,,200,application/javascript,,,4346735224400,4346736768900,4346737148399
"f4998026-bfbf-47d6-8f5f-793825771fb9",GET,"/libraries/acme/js/acme.js",,,200,application/javascript,,,4346740383399,4346741815900,4346742177600
"2afb40a7-be4d-4c45-8dfb-f2e275d44b4e",GET,"/libraries/chart.js/2.7.2/js/chart.bundle.min.js",,,200,application/javascript,,,4346745245700,4346746745400,4346747187900
"48b9cd4e-53e1-43ff-bde0-5065004629b8",GET,"/libraries/areyousure/1.9.0/js/areyousure.min.js",,,200,application/javascript,,,4346750554399,4346751994100,4346752358500
"b85135e2-6966-4301-bba8-868d886f46a0",GET,"/libraries/datatables/1.10.18/js/jquery.datatables.min.js",,,200,application/javascript,,,4346755727900,4346757200899,4346757590100
"68d07b5d-ba09-4b26-94a0-296ead8a3305",GET,"/libraries/datatables/1.10.18/js/datatables.min.js",,,200,application/javascript,,,4346761925800,4346763421400,4346763780900
"f15a3726-c528-40cd-bfaf-2d12da29b2a5",GET,"/libraries/acme/css/acme.css",,,200,text/css,,,4346767370499,4346768773400,4346769156399
"26db6e8b-698e-4c53-8911-2753627fd636",GET,/images/banner.png,,,200,image/png,,,4346772682200,4346774406000,4346774773800
"618d99b6-65f4-497a-bbc1-935df12bdf54",GET,/images/logo.png,,,200,image/png,,,4346779068900,4346781020000,4346781575500
"7641fae4-2f65-48eb-8257-93d78324e3b5",GET,"/libraries/datatables/1.10.18/config/i18n-en.json",,,200,application/json,"sProcessing=Processing...&sSearch=Search:&sLengthMenu=Show%20_MENU_%20items&sInfo=Showing%20data%20_START_%20-%20_END_%20out%20of%20_TOTAL_%20data&sInfoEmpty=No%20items%20found&sInfoFiltered=(filtered%20from%20_MAX_%20data)&sInfoPostFix=&sLoadingRecords=Loading...&sZeroRecords=No%20data&sEmptyTable=No%20data&oPaginate.sFirst=First&oPaginate.sPrevious=Previous&oPaginate.sNext=Next&oPaginate.sLast=Last",,4346785459599,4346793001799,4346807921599
"a7a25913-2ac4-4559-bded-6bbf0b0adfa1",GET,"/assistance-agent/claim/create",,,200,text/html;charset=utf-8,"leg=0&registrationMoment=2022%2F07%2F30+00%3A00&legs=%5B%7B%22key%22%3A%220%22%2C%22label%22%3A%22----%22%2C%22selected%22%3Atrue%2C%22sealed%22%3Atrue%7D%2C%7B%22key%22%3A%22401%22%2C%22label%22%3A%22KK1111%22%2C%22selected%22%3Afalse%2C%22sealed%22%3Atrue%7D%5D&id=0&version=0&types=%5B%7B%22key%22%3A%220%22%2C%22label%22%3A%22----%22%2C%22selected%22%3Atrue%2C%22sealed%22%3Atrue%7D%2C%7B%22key%22%3A%22FLIGHT_ISSUES%22%2C%22label%22%3A%22FLIGHT_ISSUES%22%2C%22selected%22%3Afalse%2C%22sealed%22%3Atrue%7D%2C%7B%22key%22%3A%22LUGGAGE_ISSUES%22%2C%22label%22%3A%22LUGGAGE_ISSUES%22%2C%22selected%22%3Afalse%2C%22sealed%22%3Atrue%7D%2C%7B%22key%22%3A%22SECURITY_INCIDENT%22%2C%22label%22%3A%22SECURITY_INCIDENT%22%2C%22selected%22%3Afalse%2C%22sealed%22%3Atrue%7D%2C%7B%22key%22%3A%22OTHER_ISSUES%22%2C%22label%22%3A%22OTHER_ISSUES%22%2C%22selected%22%3Afalse%2C%22sealed%22%3Atrue%7D%5D",,4346812676100,4346823064100,4347831031099
"82034395-897a-400d-83a7-62b8e1540c68",GET,"/libraries/fontawesome/5.2.0/css/all.min.css",,,200,text/css,,,4347858354500,4347859848299,4347860223699
"80cccf3a-a42a-4343-b93b-837c038e841b",GET,"/libraries/bootstrap/4.1.3/css/bootstrap.min.css",,,200,text/css,,,4347863338299,4347864807500,4347865205700
"ecaf1624-0049-4fa8-be38-87b0aa8049b4",GET,"/libraries/datatables/1.10.18/css/datatables.min.css",,,200,text/css,,,4347869095899,4347870847500,4347871255199
"cc9121b3-1080-4b47-bd10-3c4d9181a564",GET,"/libraries/jquery/3.3.1/js/jquery.min.js",,,200,application/javascript,,,4347874490100,4347875951199,4347876350499
"d6a398c1-2b6e-4adc-9b0b-1a80546d99e4",GET,"/libraries/popper.js/1.14.4/js/popper.min.js",,,200,application/javascript,,,4347880801900,4347882325800,4347882899299
"a452c6d3-cd77-4014-9c10-386674f869c6",GET,"/libraries/bootstrap/4.1.3/js/bootstrap.min.js",,,200,application/javascript,,,4347887143500,4347888836100,4347889206000
"cfaf3c27-49fd-41ab-883f-789c043c8d4f",GET,"/libraries/chart.js/2.7.2/js/chart.bundle.min.js",,,200,application/javascript,,,4347892734000,4347894439900,4347894890300
"bb2efd65-e30b-4a17-bd6e-9154b8a501ee",GET,"/libraries/areyousure/1.9.0/js/areyousure.min.js",,,200,application/javascript,,,4347898832300,4347900389300,4347900987600
"ba6777ea-fcc7-43c6-aa47-8ffd6121cf84",GET,"/libraries/datatables/1.10.18/js/jquery.datatables.min.js",,,200,application/javascript,,,4347904137000,4347905709900,4347906096400
"9325f13b-dced-4fff-84de-76974387a79d",GET,"/libraries/datatables/1.10.18/js/datatables.min.js",,,200,application/javascript,,,4347910044900,4347911585900,4347911934200
"87c694fa-d542-4f63-98e4-93dfdf3e9444",GET,"/libraries/acme/css/acme.css",,,200,text/css,,,4347915472900,4347916908600,4347917244399
"df5df7fd-2008-4f87-8839-95b147f64082",GET,"/libraries/acme/js/acme.js",,,200,application/javascript,,,4347920120300,4347921646900,4347922051200
"d9e4ba1b-fc82-41b0-8791-2710719fd98c",GET,/images/banner.png,,,200,image/png,,,4347927552700,4347929361700,4347929731200
"21197eb9-089e-40c5-a43b-dfd4a359a99a",GET,/images/logo.png,,,200,image/png,,,4347933904100,4347935451200,4347935801800
"f19113f9-3fcf-4760-a8d0-c632c2e5f481",POST,"/assistance-agent/claim/create",,"description=&id=0&leg=0&passengerEmail=&registrationMoment=2022%2F07%2F30+00%3A00&type=0&version=0",200,text/html;charset=utf-8,"type=0&leg=0&registrationMoment=2022%2F07%2F30+00%3A00&legs=%5B%7B%22key%22%3A%220%22%2C%22label%22%3A%22----%22%2C%22selected%22%3Atrue%2C%22sealed%22%3Atrue%7D%2C%7B%22key%22%3A%22401%22%2C%22label%22%3A%22KK1111%22%2C%22selected%22%3Afalse%2C%22sealed%22%3Atrue%7D%5D&id=0&passengerEmail%24error=May+not+be+null.&passengerEmail=&version=0&type%24error=May+not+be+null.&description=&types=%5B%7B%22key%22%3A%220%22%2C%22label%22%3A%22----%22%2C%22selected%22%3Atrue%2C%22sealed%22%3Atrue%7D%2C%7B%22key%22%3A%22FLIGHT_ISSUES%22%2C%22label%22%3A%22FLIGHT_ISSUES%22%2C%22selected%22%3Afalse%2C%22sealed%22%3Atrue%7D%2C%7B%22key%22%3A%22LUGGAGE_ISSUES%22%2C%22label%22%3A%22LUGGAGE_ISSUES%22%2C%22selected%22%3Afalse%2C%22sealed%22%3Atrue%7D%2C%7B%22key%22%3A%22SECURITY_INCIDENT%22%2C%22label%22%3A%22SECURITY_INCIDENT%22%2C%22selected%22%3Afalse%2C%22sealed%22%3Atrue%7D%2C%7B%22key%22%3A%22OTHER_ISSUES%22%2C%22label%22%3A%22OTHER_ISSUES%22%2C%22selected%22%3Afalse%2C%22sealed%22%3Atrue%7D%5D&leg%24error=You+must+select+the+leg.&description%24error=May+not+be+null.",,4347939837400,4347987374000,4348167276800
"8d6c666b-8f47-4bd2-ab60-15e8dcd39d88",GET,"/libraries/fontawesome/5.2.0/css/all.min.css",,,200,text/css,,,4348194939100,4348196395700,4348196723400
"5e45cda4-4ee1-456d-9c7d-39a807d0b23d",GET,"/libraries/chart.js/2.7.2/js/chart.bundle.min.js",,,200,application/javascript,,,4348199858799,4348201296900,4348201612900
"4e61a9c8-4c28-44b7-adf5-682d25de6923",GET,"/libraries/areyousure/1.9.0/js/areyousure.min.js",,,200,application/javascript,,,4348205473100,4348206907600,4348207263100
"fd4bd5c3-1acd-4550-b96f-7961a91240ee",GET,"/libraries/bootstrap/4.1.3/css/bootstrap.min.css",,,200,text/css,,,4348210655300,4348212107300,4348212422400
"bd5eaf57-d492-4968-9354-4631ced88540",GET,"/libraries/datatables/1.10.18/js/datatables.min.js",,,200,application/javascript,,,4348215962900,4348217472999,4348217790599
"003298c7-c08f-4dff-8ec6-51bdbb181c26",GET,"/libraries/datatables/1.10.18/css/datatables.min.css",,,200,text/css,,,4348221450199,4348222905599,4348223246300
"d4815b8e-8163-4319-81de-83392485f876",GET,"/libraries/jquery/3.3.1/js/jquery.min.js",,,200,application/javascript,,,4348226157299,4348227633800,4348228002900
"8cc7af1a-c76f-4253-9916-85bb7c1cc788",GET,"/libraries/popper.js/1.14.4/js/popper.min.js",,,200,application/javascript,,,4348231056400,4348232447300,4348232804700
"601dcee4-24d1-4234-a3c3-7a9403f3729c",GET,"/libraries/bootstrap/4.1.3/js/bootstrap.min.js",,,200,application/javascript,,,4348235538799,4348237079300,4348237614300
"d3f01aa5-ccfd-4eb2-82d6-14c851909395",GET,"/libraries/datatables/1.10.18/js/jquery.datatables.min.js",,,200,application/javascript,,,4348240779900,4348242175499,4348242515799
"966c28e1-9ecd-47ef-97a9-0c407b8eefed",GET,"/libraries/acme/css/acme.css",,,200,text/css,,,4348245628800,4348246910400,4348247247200
"ef0f91df-9392-4fca-a241-8383b4ff1a4f",GET,"/libraries/acme/js/acme.js",,,200,application/javascript,,,4348249881400,4348251361400,4348251802600
"d753946a-2c03-49a5-8995-29baed1bc5b5",GET,/images/banner.png,,,200,image/png,,,4348255032100,4348256695299,4348257216600
"ee98db53-3d5e-434d-a79a-3d28b6b60084",GET,/images/logo.png,,,200,image/png,,,4348261272400,4348263024600,4348263472800
"521dc6f5-6cb1-497e-a2d4-ebe3552532b5",POST,"/assistance-agent/claim/create",,"description=&id=0&leg=0&passengerEmail=user%3Apassword%40mail.com&registrationMoment=2022%2F07%2F30+00%3A00&type=0&version=0",200,text/html;charset=utf-8,"type=0&leg=0&registrationMoment=2022%2F07%2F30+00%3A00&legs=%5B%7B%22key%22%3A%220%22%2C%22label%22%3A%22----%22%2C%22selected%22%3Atrue%2C%22sealed%22%3Atrue%7D%2C%7B%22key%22%3A%22401%22%2C%22label%22%3A%22KK1111%22%2C%22selected%22%3Afalse%2C%22sealed%22%3Atrue%7D%5D&id=0&passengerEmail%24error=Not+a+well-formed+email+address.&passengerEmail=user%3Apassword%40mail.com&version=0&type%24error=May+not+be+null.&description=&types=%5B%7B%22key%22%3A%220%22%2C%22label%22%3A%22----%22%2C%22selected%22%3Atrue%2C%22sealed%22%3Atrue%7D%2C%7B%22key%22%3A%22FLIGHT_ISSUES%22%2C%22label%22%3A%22FLIGHT_ISSUES%22%2C%22selected%22%3Afalse%2C%22sealed%22%3Atrue%7D%2C%7B%22key%22%3A%22LUGGAGE_ISSUES%22%2C%22label%22%3A%22LUGGAGE_ISSUES%22%2C%22selected%22%3Afalse%2C%22sealed%22%3Atrue%7D%2C%7B%22key%22%3A%22SECURITY_INCIDENT%22%2C%22label%22%3A%22SECURITY_INCIDENT%22%2C%22selected%22%3Afalse%2C%22sealed%22%3Atrue%7D%2C%7B%22key%22%3A%22OTHER_ISSUES%22%2C%22label%22%3A%22OTHER_ISSUES%22%2C%22selected%22%3Afalse%2C%22sealed%22%3Atrue%7D%5D&leg%24error=You+must+select+the+leg.&description%24error=May+not+be+null.",,4348266856200,4348289761899,4348454561700
"afae63a6-fa0d-4d31-8f46-bd81b4a7b5ad",GET,"/libraries/fontawesome/5.2.0/css/all.min.css",,,200,text/css,,,4348480851399,4348482239500,4348482502500
"536b7239-ed74-4bff-9082-148188618c37",GET,"/libraries/chart.js/2.7.2/js/chart.bundle.min.js",,,200,application/javascript,,,4348484939500,4348486376400,4348486797700
"f69a6896-ef01-4650-b7ba-a64cd02c86c7",GET,"/libraries/areyousure/1.9.0/js/areyousure.min.js",,,200,application/javascript,,,4348490706200,4348492070600,4348492392299
"b4c8b629-78e4-4831-b618-6d9ee8754579",GET,"/libraries/bootstrap/4.1.3/css/bootstrap.min.css",,,200,text/css,,,4348495354599,4348496995000,4348497426400
"8448b6d9-7d6a-466f-ad1e-0526b0ff5216",GET,"/libraries/datatables/1.10.18/js/datatables.min.js",,,200,application/javascript,,,4348500470400,4348501875300,4348502149600
"87a07b02-c6ae-46d7-9f70-a95aecb9e0e1",GET,"/libraries/acme/css/acme.css",,,200,text/css,,,4348505484900,4348506799099,4348507054200
"1ed54946-e991-42bd-9823-ea06a2369733",GET,"/libraries/datatables/1.10.18/css/datatables.min.css",,,200,text/css,,,4348509605299,4348510775300,4348511064399
"893a7385-9448-4d40-b6e5-c0162be85046",GET,"/libraries/jquery/3.3.1/js/jquery.min.js",,,200,application/javascript,,,4348513911500,4348515493699,4348515934500
"669b12f5-8415-40ce-8b33-c326b33b780f",GET,"/libraries/popper.js/1.14.4/js/popper.min.js",,,200,application/javascript,,,4348518692700,4348520197200,4348520526200
"c2ccaa33-4e60-4989-bafd-8567b8417978",GET,"/libraries/bootstrap/4.1.3/js/bootstrap.min.js",,,200,application/javascript,,,4348523892600,4348525418800,4348525808200
"e2f53a4e-74e7-49e5-aa15-0c3ebd38f814",GET,"/libraries/datatables/1.10.18/js/jquery.datatables.min.js",,,200,application/javascript,,,4348528250600,4348529592199,4348529906099
"317a97b7-b335-4e3f-ba5a-c463e9170cf0",GET,"/libraries/acme/js/acme.js",,,200,application/javascript,,,4348533135900,4348534467700,4348534734199
"6c46d5e2-3bd1-4289-8678-1a4ab9a6062d",GET,/images/banner.png,,,200,image/png,,,4348537674899,4348539217499,4348539493800
"c33e9964-2808-4bf7-b066-46e4cb08a1d7",GET,/images/logo.png,,,200,image/png,,,4348545033100,4348546662800,4348546937800
"312f947b-f5d4-46b9-9489-3102d985536e",POST,"/assistance-agent/claim/create",,"description=&id=0&leg=0&passengerEmail=lorem-ipsum%40dolor.sit.amet.consectetur.adipiscing.elit.sed.do.eiusmod.tempor.incididunt.ut.labore.et.dolore.magna.aliqua.Ut.enim.ad.minim.veniam.quis.nostrud.exercitation.ullamco.laboris.nisi.ut.aliquip.ex.ea.commodo.consequat.duis.aute.irure.dolor.est.com&registrationMoment=2022%2F07%2F30+00%3A00&type=0&version=0",200,text/html;charset=utf-8,"type=0&leg=0&registrationMoment=2022%2F07%2F30+00%3A00&legs=%5B%7B%22key%22%3A%220%22%2C%22label%22%3A%22----%22%2C%22selected%22%3Atrue%2C%22sealed%22%3Atrue%7D%2C%7B%22key%22%3A%22401%22%2C%22label%22%3A%22KK1111%22%2C%22selected%22%3Afalse%2C%22sealed%22%3Atrue%7D%5D&id=0&passengerEmail%24error=Not+a+well-formed+email+address.&passengerEmail=lorem-ipsum%40dolor.sit.amet.consectetur.adipiscing.elit.sed.do.eiusmod.tempor.incididunt.ut.labore.et.dolore.magna.aliqua.Ut.enim.ad.minim.veniam.quis.nostrud.exercitation.ullamco.laboris.nisi.ut.aliquip.ex.ea.commodo.consequat.duis.aute.irure.dolor.est.com&version=0&type%24error=May+not+be+null.&description=&types=%5B%7B%22key%22%3A%220%22%2C%22label%22%3A%22----%22%2C%22selected%22%3Atrue%2C%22sealed%22%3Atrue%7D%2C%7B%22key%22%3A%22FLIGHT_ISSUES%22%2C%22label%22%3A%22FLIGHT_ISSUES%22%2C%22selected%22%3Afalse%2C%22sealed%22%3Atrue%7D%2C%7B%22key%22%3A%22LUGGAGE_ISSUES%22%2C%22label%22%3A%22LUGGAGE_ISSUES%22%2C%22selected%22%3Afalse%2C%22sealed%22%3Atrue%7D%2C%7B%22key%22%3A%22SECURITY_INCIDENT%22%2C%22label%22%3A%22SECURITY_INCIDENT%22%2C%22selected%22%3Afalse%2C%22sealed%22%3Atrue%7D%2C%7B%22key%22%3A%22OTHER_ISSUES%22%2C%22label%22%3A%22OTHER_ISSUES%22%2C%22selected%22%3Afalse%2C%22sealed%22%3Atrue%7D%5D&leg%24error=You+must+select+the+leg.&description%24error=May+not+be+null.",,4348550613499,4348567751400,4348679450100
"0e73e0cd-0a6d-4d99-acf4-96e12e0c9ad6",GET,"/libraries/fontawesome/5.2.0/css/all.min.css",,,200,text/css,,,4348704300300,4348705681900,4348705951400
"a156d14b-b8a5-4086-b51a-65cde1a22875",GET,"/libraries/bootstrap/4.1.3/css/bootstrap.min.css",,,200,text/css,,,4348708833900,4348710347000,4348710815100
"34b0e4a7-dfca-4bc3-ad32-1827551578b3",GET,"/libraries/datatables/1.10.18/css/datatables.min.css",,,200,text/css,,,4348713549899,4348714757500,4348715027200
"ee186040-8368-486a-93d9-b60465823458",GET,"/libraries/datatables/1.10.18/js/jquery.datatables.min.js",,,200,application/javascript,,,4348717501100,4348718943000,4348719297500
